業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	情報	速報比較依頼(rapid_crosscheck_request)				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	情報	監視記録				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	条件	ハング検知判定				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	条件	ハング検知対象の除外				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	条件	速報比較依頼の異常判定				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	条件	速報クロスチェック有効判定				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	条件	成果物公開判定				
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	画面	hang-detect 判定出力	アクター	運用者		受益者
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	イベント	定期監視ジョブの起動	外部システム	ジョブスケジューラ		
実行監視業務	background 実行監視フロー		監視対象の判定		background 実行の経過時間と終了状態を判定する	イベント	未完了依頼の走査	外部システム	管理 DB(RDB)		
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	情報	監視記録			判定結果に応じて、ハング疑いを warning、background 実行エラーと速報クロスチェック異常を error のメールとして運用者へ送信する。速報比較依頼が RUNNING のときは状態を変更せずハング疑いとして通知する。監視は通知のみで、RUNNING を ABORTED へ変更せず、実行プロセスを停止せず、新しい実行依頼を作成しない	
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	情報	通知メール				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	情報	slot 実行				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	情報	速報比較依頼(rapid_crosscheck_request)				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	条件	通知レベルの判定				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	条件	速報比較依頼の異常判定				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	条件	監視は通知のみ				
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	画面	hang-detect 異常通知出力	アクター	運用者		受益者
実行監視業務	background 実行監視フロー		異常の通知		ハング疑い・実行エラー・比較異常を通知する	イベント	warning / error メールの送信	外部システム	メール通知		
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	情報	監視記録			background 実行ごとに monitor_status(監視対象外 / 監視中 / ハング疑い通知済み / 実行エラー通知済み / 比較異常通知済み / 正常終了)と hang_suspected_at・alerted_at を記録する。通知後に正常終了した実行についても警告時の経過時間を記録し、通常処理の警告傾向を確認できるようにする	
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	情報	実行ログ				
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	条件	警告傾向の記録				
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	条件	監視は通知のみ				
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	画面	hang-detect 監視記録出力	アクター	運用者		受益者
実行監視業務	background 実行監視フロー		監視記録の保存		監視記録を保存する	イベント	監視記録の保存	外部システム	管理 DB(RDB)		
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	情報	監視記録			導入時は全ジョブ 60 分とし、正常終了パターンの警告が出そろった時点で監視記録の警告時経過時間を基準に slot ジョブマップの hang_detect_limit_minutes をジョブごとに調整する。foreground role は 0 に設定して検知対象から除外する。調整は以後の run の execution-spec.json に反映され、実行済みの run には影響しない	
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	情報	ハング検知上限設定				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	情報	ジョブマップ				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	情報	実行設定(execution-spec)				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	条件	ハング検知上限の調整基準				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	条件	ハング検知対象の除外				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	条件	設定所有区分				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	条件	実行設定の確定条件				
実行監視業務	background 実行監視フロー		ハング検知上限の調整		hang_detect_limit_minutes をジョブごとに調整する	画面	hang-detect 警告傾向出力	アクター	運用者		受益者
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	情報	中止指示			通知や実行結果から中止対象の run_id を特定し、対象ジョブのプロセス・Pod・SSH 接続先の処理を運用者自身が強制終了したことを確認する。中止スクリプトが表示する現在状態を見て、プロセス強制終了の対話確認に yes または yes 以外で応答する	
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	情報	slot 実行				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	情報	速報比較依頼(rapid_crosscheck_request)				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	情報	確報比較依頼(final_crosscheck_request)				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	情報	通知メール				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	条件	停止確認応答				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	条件	CLI とメールによる提示				
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	画面	abort 現在状態確認出力	アクター	運用者		受益者
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	イベント	中止対象 run_id の特定	外部システム	ジョブスケジューラ		
実行復旧業務	実行中止フロー		プロセス停止の確認		現在状態を確認して停止確認に応答する	イベント	実行先ホストのプロセス停止確認	外部システム	リモート実行ホスト(SSH)		
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	中止指示			abort-blue / abort-green / abort-rapid-crosscheck / abort-final-crosscheck を --run-id 付きで起動し、対象の現在状態を表示してプロセス強制終了を対話確認する。yes のときに限り、background かつ RUNNING の slot 実行または RUNNING の比較依頼を ABORTED へ更新し、並行稼働実行も ABORTED にする。対象 slot が foreground または off、あるいは RUNNING 以外の場合は状態を変更せずエラー終了する。スクリプト自身はプロセスを停止せず状態更新だけを行い、二重実行を防ぐ	
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	slot 実行				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	速報比較依頼(rapid_crosscheck_request)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	確報比較依頼(final_crosscheck_request)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	並行稼働実行(parallel_run)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	実行ログ				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	slot 中止可否判定				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	依頼中止可否判定				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	停止確認応答				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	依頼状態遷移規則				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	画面	abort 状態更新出力	アクター	運用者		受益者
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	イベント	中止スクリプトの起動	外部システム	ジョブスケジューラ		
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	イベント	ABORTED への状態更新	外部システム	管理 DB(RDB)		
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	情報	並行稼働実行(parallel_run)			リランで発行された新しい run_id の実行結果を、parent_run_id をたどって元の実行まで数珠つなぎに追跡し、障害対応の経緯と結果の対応関係を管理 DB と成果物ディレクトリで確認する	
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	情報	リラン指示				
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	情報	Runner Result				
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	情報	実行ログ				
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	条件	リラン系譜の追跡				
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	条件	実行履歴はジョブスケジューラの責務				
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	画面	background-rerun 系譜追跡出力	アクター	運用者		受益者
実行復旧業務	background 側リランフロー		リラン系譜の追跡		リラン結果を parent_run_id で追跡する	イベント	parent_run_id 系譜の参照	外部システム	管理 DB(RDB)		
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	情報	リラン指示			ジョブスケジューラの専用ジョブから --source-run-id と --role(blue / green / rapid-crosscheck)付きで起動された background-rerun が、元の実行の execution-spec.json と管理 DB の状態を確認する。元の slot mode が foreground または off、未対応の role、元の実行が見つからない、元の実行が RUNNING または中止未確認の場合はリランせずエラー終了する。foreground slot 実行と確報クロスチェックはジョブスケジューラの正規ジョブを直接再実行する	
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	情報	実行設定(execution-spec)				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	情報	並行稼働実行(parallel_run)				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	情報	slot 実行				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	情報	速報比較依頼(rapid_crosscheck_request)				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	条件	リラン事前検証				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	条件	復旧手段の選択				
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	画面	background-rerun 事前検証出力	アクター	運用者		受益者
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	イベント	リラン専用ジョブの起動	外部システム	ジョブスケジューラ		
実行復旧業務	background 側リランフロー		リラン対象の事前検証		リラン対象を検証する	イベント	元実行の状態確認	外部システム	管理 DB(RDB)		
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	情報	リラン指示			--role が blue または green のとき、最新のジョブマップを再解決せず、元の execution-spec.json から実行パラメータ・ホスト・実行ユーザー・スクリプト・作業ディレクトリを復元し、新しい run_id を発行して background slot を再実行する。新しい parallel_run の parent_run_id には直前のリラン元 run_id を設定し、Runner Result を新しい成果物ディレクトリへ出力する	
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	情報	実行設定(execution-spec)				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	情報	並行稼働実行(parallel_run)				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	情報	slot 実行				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	情報	Runner Result				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	条件	リランの実行設定復元				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	条件	リラン系譜の追跡				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	条件	Runner Result 完備条件				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	条件	成果物公開判定				
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	画面	background-rerun 再実行出力	アクター	運用者		受益者
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	イベント	リラン parallel_run の登録	外部システム	管理 DB(RDB)		
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	イベント	復元設定によるリモート実行	外部システム	リモート実行ホスト(SSH)		
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	イベント	現行実装スクリプトの再起動	外部システム	現行実装(blue)		
実行復旧業務	background 側リランフロー		実行設定の復元と再実行		元の execution-spec.json から復元して新しい run_id で起動する	イベント	新実装スクリプトの再起動	外部システム	新実装(green)		
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	情報	リラン指示			--role が rapid-crosscheck のとき、業務ジョブを再実行せず、元の run の blue / green の成果物を対象とする速報比較依頼を新しい run_id で REQUESTED として作成し、parent_run_id で元の実行に紐付ける。作成後は速報クロスチェック worker の通常の claim と比較実行に委ねる	
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	情報	速報比較依頼(rapid_crosscheck_request)				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	情報	並行稼働実行(parallel_run)				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	情報	Runner Result				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	条件	リラン事前検証				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	条件	リラン系譜の追跡				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	条件	依頼状態遷移規則				
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	画面	background-rerun 比較依頼再作成出力	アクター	運用者		受益者
実行復旧業務	background 側リランフロー		速報比較依頼の再作成		速報比較依頼だけを新規作成する	イベント	速報比較依頼の再作成	外部システム	管理 DB(RDB)		
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	情報	feature flag 設定			基盤適用設計者が定義した feature flag・runner・ジョブマップ・比較定義に基づき、ジョブスケジューラのジョブ定義を変更せずに並行稼働・新実装の単独本番・次世代実装との並行稼働の各運用モードで業務ジョブを実行し、その結果と通知を受け取る	
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	情報	ジョブ起動要求				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	情報	ジョブスケジューラ応答				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	情報	通知メール				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	条件	foreground slot 排他				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	条件	設定所有区分				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	条件	facade の責務限定				
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	画面	facade 運用モード出力	アクター	運用者		受益者
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	イベント	運用モード別の業務ジョブ起動	外部システム	ジョブスケジューラ		
適用構成業務	適用構成定義フロー		切り替え後の運用		切り替えた運用モードで業務ジョブを実行する	イベント	運用モード別の異常通知受信	外部システム	メール通知		
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	情報	feature flag 設定			slot(blue / green)ごとの実行モード(foreground / background / off)と runner 割り当て、RAPID_CROSSCHECK_MODE(on / off)を feature flag 設定として定義する。両 slot が foreground にならない組み合わせで並行稼働・単独本番・次世代実装との並行稼働を表現し、ジョブ定義の改修なしで運用モードを切り替える	
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	情報	slot runner 割当				
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	条件	foreground slot 排他				
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	条件	設定所有区分				
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	条件	速報クロスチェック有効判定				
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	条件	確報クロスチェック非起動				
適用構成業務	適用構成定義フロー		運用モードの設定		feature flag を設定する	画面	feature flag 設定検証出力	アクター	基盤適用設計者		提供者
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	情報	slot runner 割当			blue / green slot に現行実装・新実装・次世代実装の起動方式・ホスト・OS・プロトコルを閉じ込めた runner 実体スクリプトを割り当てる。runner の差し替えだけで facade と比較規約を変更せずに異なる世代の実装を並行稼働できるようにする	
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	情報	feature flag 設定				
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	情報	適用構成文書				
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	条件	実装固有事項の runner への閉じ込め				
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	条件	facade の責務限定				
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	条件	設定所有区分				
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	画面	slot runner 割当検証出力	アクター	基盤適用設計者		提供者
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	イベント	現行実装 runner の割当	外部システム	現行実装(blue)		
適用構成業務	適用構成定義フロー		runner の割り当て		slot runner の実体スクリプトを割り当てる	イベント	新実装 runner の割当	外部システム	新実装(green)		
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	情報	ジョブマップ			slot ごとに JOB_ID から解決するホスト・実行ユーザー・スクリプト・作業ディレクトリ・固定引数(JSON 配列)・hang_detect_limit_minutes(導入時 60 分、foreground role は 0)をジョブマップとして定義する。認証情報は参照名で指定し、ジョブスケジューラ側のジョブ定義には実行先を持たせない	
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	情報	ハング検知上限設定				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	情報	適用構成文書				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	条件	設定所有区分				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	条件	ジョブマップ解決条件				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	条件	引数連結規則				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	条件	認証情報の非保存				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	条件	ハング検知上限の調整基準				
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	画面	slot ジョブマップ検証出力	アクター	基盤適用設計者		提供者
適用構成業務	適用構成定義フロー		slot ジョブマップの定義		slot ごとのジョブマップを定義する	イベント	実行先ホスト接続の定義	外部システム	リモート実行ホスト(SSH)		
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	情報	クロスチェックジョブマップ			速報クロスチェック用に job_id ごとの比較対象と比較定義、確報クロスチェック用に対象カタログとその版をクロスチェックのジョブマップとして定義する。比較ツールの終了コード契約に従い、外部 IF の送受信方針・ネットワーク制約・ホスト配置は適用文書で定義して、facade・クロスチェック runner / worker・ハング検知・リラン・中止のスクリプトを変更せずに新しい案件や次世代実装へ適用する	
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	情報	比較定義				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	情報	対象カタログ				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	情報	適用構成文書				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	条件	適用側で定義する事項				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	条件	設定所有区分				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	条件	比較定義の選択				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	条件	比較ツール終了コードの対応				
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	画面	クロスチェックジョブマップ検証出力	アクター	基盤適用設計者		提供者
適用構成業務	適用構成定義フロー		クロスチェック定義の設定		クロスチェックのジョブマップと比較定義を定義する	イベント	比較定義の終了コード契約適合	外部システム	比較ツール		
